id,date,temperature_celsius
2016,2015-12-28,-4.5
2017,2015-01-01,3.31
2018,2015-02-02,-18.06
2019,2015-03-03,0.12
2020,2015-04-04,30.35
2021,2015-05-05,7.88
2022,2015-06-06,37.95
2023,2015-07-07,-5.94
2024,2015-08-08,26.61
2025,2015-09-09,34.46
2026,2015-10-10,43.18
2027,2015-11-11,14.99
2028,2015-12-12,47.42
2029,2015-01-13,14.58
2030,2015-02-14,-19.27
2031,2015-03-15,-10.57
2032,2015-04-16,-13.73
2033,2015-05-17,21.74
2034,2015-06-18,43.78
2035,2015-07-19,37.77
2036,2015-08-20,-22.6
2037,2015-09-21,27.97
2038,2015-10-22,-14.76
2039,2015-11-23,-8.52
2040,2015-12-24,23.89
2041,2015-01-25,18.23
2042,2015-02-26,39.89
2043,2015-03-27,-14.95
2044,2015-04-28,30.94
2045,2015-05-01,27.94
2046,2015-06-02,14.71
2047,2015-07-03,8.35
2048,2015-08-04,39.56
2049,2015-09-05,-3.36
2050,2015-10-06,46.56
2051,2015-11-07,-28.77
2052,2015-12-08,44.97
2053,2015-01-09,46.97
2054,2015-02-10,-20.61
2055,2015-03-11,49.97
2056,2015-04-12,8.31
2057,2015-05-13,-10.59
2058,2015-06-14,18.35
2059,2015-07-15,-13.64
2060,2015-08-16,43.21
2061,2015-09-17,14.17
2062,2015-10-18,32.04
2063,2015-11-19,0.45
2064,2015-12-20,12.69
2065,2015-01-21,-1.26
2066,2015-02-22,-9.08
2067,2015-03-23,11.03
2068,2015-04-24,9.78
2069,2015-05-25,-22.11
2070,2015-06-26,48.51
2071,2015-07-27,7.56
2072,2015-08-28,37.18
2073,2015-09-01,43.15
2074,2015-10-02,-0.34
2075,2015-11-03,3.11
2076,2015-12-04,15.0
2077,2015-01-05,-12.3
2078,2015-02-06,-18.33
2079,2015-03-07,-9.14
2080,2015-04-08,44.78
2081,2015-05-09,16.33
2082,2015-06-10,3.41
2083,2015-07-11,-17.81
2084,2015-08-12,-3.61
2085,2015-09-13,0.39
2086,2015-10-14,36.67
2087,2015-11-15,9.94
2088,2015-12-16,22.37
2089,2015-01-17,24.79
2090,2015-02-18,-9.41
2091,2015-03-19,35.73
2092,2015-04-20,47.32
2093,2015-05-21,21.34
2094,2015-06-22,9.25
2095,2015-07-23,-16.54
2096,2015-08-24,33.6
2097,2015-09-25,-16.46
2098,2015-10-26,27.63
2099,2015-11-27,9.07
2100,2015-12-28,43.35
2101,2015-01-01,13.37
2102,2015-02-02,21.34
2103,2015-03-03,-25.3
2104,2015-04-04,-27.29
2105,2015-05-05,37.74
2106,2015-06-06,45.62
2107,2015-07-07,23.46
2108,2015-08-08,31.15
2109,2015-09-09,2.99
2110,2015-10-10,37.4
2111,2015-11-11,-11.49
2112,2015-12-12,26.57
2113,2015-01-13,-29.27
2114,2015-02-14,10.46
2115,2015-03-15,-0.14
2116,2015-04-16,19.43
2117,2015-05-17,23.34
2118,2015-06-18,19.32
2119,2015-07-19,8.66
2120,2015-08-20,9.03
2121,2015-09-21,-29.47
2122,2015-10-22,14.13
2123,2015-11-23,-29.05
2124,2015-12-24,12.35
2125,2015-01-25,-8.02
2126,2015-02-26,48.2
2127,2015-03-27,-28.63
2128,2015-04-28,35.05
2129,2015-05-01,23.92
2130,2015-06-02,34.49
2131,2015-07-03,42.78
2132,2015-08-04,-21.44
2133,2015-09-05,-22.29
2134,2015-10-06,-18.09
2135,2015-11-07,-14.65
2136,2015-12-08,12.12
2137,2015-01-09,35.22
2138,2015-02-10,-8.61
2139,2015-03-11,1.75
2140,2015-04-12,-0.16
2141,2015-05-13,2.48
2142,2015-06-14,15.2
2143,2015-07-15,49.22
2144,2015-08-16,-11.93
2145,2015-09-17,24.72
2146,2015-10-18,37.83
2147,2015-11-19,22.3
2148,2015-12-20,38.66
2149,2015-01-21,30.77
2150,2015-02-22,-22.52
2151,2015-03-23,0.34
2152,2015-04-24,14.22
2153,2015-05-25,-25.51
2154,2015-06-26,-29.24
2155,2015-07-27,-16.29
2156,2015-08-28,9.99
2157,2015-09-01,4.71
2158,2015-10-02,32.75
2159,2015-11-03,15.27
2160,2015-12-04,38.64
2161,2015-01-05,-22.37
2162,2015-02-06,12.25
2163,2015-03-07,-26.6
2164,2015-04-08,-13.09
2165,2015-05-09,39.45
2166,2015-06-10,41.0
2167,2015-07-11,8.04
2168,2015-08-12,-26.28
2169,2015-09-13,-24.05
2170,2015-10-14,44.05
2171,2015-11-15,41.94
2172,2015-12-16,15.08
2173,2015-01-17,-27.37
2174,2015-02-18,44.3
2175,2015-03-19,-4.84
2176,2015-04-20,46.92
2177,2015-05-21,16.96
2178,2015-06-22,30.18
2179,2015-07-23,27.02
2180,2015-08-24,1.86
2181,2015-09-25,-23.85
2182,2015-10-26,-17.0
2183,2015-11-27,-10.76
2184,2015-12-28,36.77
2185,2015-01-01,1.13
2186,2015-02-02,41.72
2187,2015-03-03,-3.46
2188,2015-04-04,30.45
2189,2015-05-05,-18.8
2190,2016-06-06,49.08
2191,2016-07-07,27.93
2192,2016-08-08,10.06
2193,2016-09-09,47.95
2194,2016-10-10,-25.7
2195,2016-11-11,4.97
2196,2016-12-12,37.09
2197,2016-01-13,-2.75
2198,2016-02-14,31.52
2199,2016-03-15,46.39
2200,2016-04-16,1.74
2201,2016-05-17,31.88
2202,2016-06-18,-27.63
2203,2016-07-19,-8.13
2204,2016-08-20,49.41
2205,2016-09-21,9.25
2206,2016-10-22,-1.54
2207,2016-11-23,45.29
2208,2016-12-24,4.55
2209,2016-01-25,24.38
2210,2016-02-26,22.85
2211,2016-03-27,-23.14
2212,2016-04-28,19.49
2213,2016-05-01,33.84
2214,2016-06-02,27.05
2215,2016-07-03,-23.44
2216,2016-08-04,-17.66
2217,2016-09-05,26.93
2218,2016-10-06,20.71
2219,2016-11-07,29.17
2220,2016-12-08,-4.67
2221,2016-01-09,-21.48
2222,2016-02-10,-29.58
2223,2016-03-11,-5.34
2224,2016-04-12,-1.21
2225,2016-05-13,-8.42
2226,2016-06-14,-19.4
2227,2016-07-15,-15.01
2228,2016-08-16,5.91
2229,2016-09-17,14.38
2230,2016-10-18,2.64
2231,2016-11-19,-27.9
2232,2016-12-20,-1.69
2233,2016-01-21,-22.55
2234,2016-02-22,17.84
2235,2016-03-23,-4.05
2236,2016-04-24,0.82
2237,2016-05-25,-6.65
2238,2016-06-26,1.02
2239,2016-07-27,-23.22
2240,2016-08-28,42.09
2241,2016-09-01,42.42
2242,2016-10-02,48.25
2243,2016-11-03,15.76
2244,2016-12-04,-16.43
2245,2016-01-05,0.46
2246,2016-02-06,-18.89
2247,2016-03-07,-5.91
2248,2016-04-08,9.45
2249,2016-05-09,-24.94
2250,2016-06-10,4.77
2251,2016-07-11,3.69
2252,2016-08-12,8.74
2253,2016-09-13,-23.85
2254,2016-10-14,-9.86
2255,2016-11-15,-10.27
2256,2016-12-16,20.0
2257,2016-01-17,17.5
2258,2016-02-18,-14.36
2259,2016-03-19,-21.44
2260,2016-04-20,-5.63
2261,2016-05-21,45.91
2262,2016-06-22,-3.42
2263,2016-07-23,19.62
2264,2016-08-24,34.33
2265,2016-09-25,-3.64
2266,2016-10-26,-3.22
2267,2016-11-27,35.24
2268,2016-12-28,38.76
2269,2016-01-01,47.94
2270,2016-02-02,-19.11
2271,2016-03-03,-4.35
2272,2016-04-04,45.78
2273,2016-05-05,-13.93
2274,2016-06-06,-4.87
2275,2016-07-07,47.17
2276,2016-08-08,47.5
2277,2016-09-09,-6.68
2278,2016-10-10,25.6
2279,2016-11-11,9.28
2280,2016-12-12,16.07
2281,2016-01-13,-10.61
2282,2016-02-14,0.08
2283,2016-03-15,35.32
2284,2016-04-16,1.43
2285,2016-05-17,-20.89
2286,2016-06-18,15.11
2287,2016-07-19,17.38
2288,2016-08-20,13.65
2289,2016-09-21,24.54
2290,2016-10-22,14.01
2291,2016-11-23,46.24
2292,2016-12-24,6.93
2293,2016-01-25,26.67
2294,2016-02-26,5.08
2295,2016-03-27,-6.69
2296,2016-04-28,25.43
2297,2016-05-01,35.52
2298,2016-06-02,33.65
2299,2016-07-03,2.73
2300,2016-08-04,9.94
2301,2016-09-05,20.67
2302,2016-10-06,-10.64
2303,2016-11-07,22.69
2304,2016-12-08,27.22
2305,2016-01-09,33.13
2306,2016-02-10,-24.08
2307,2016-03-11,49.26
2308,2016-04-12,8.34
2309,2016-05-13,2.06
2310,2016-06-14,10.53
2311,2016-07-15,43.63
2312,2016-08-16,25.34
2313,2016-09-17,13.49
2314,2016-10-18,33.26
2315,2016-11-19,-1.24
2316,2016-12-20,41.64
2317,2016-01-21,12.95
2318,2016-02-22,21.05
2319,2016-03-23,-23.2
2320,2016-04-24,31.52
2321,2016-05-25,22.61
2322,2016-06-26,-1.6
2323,2016-07-27,21.76
2324,2016-08-28,-26.46
2325,2016-09-01,48.69
2326,2016-10-02,24.2
2327,2016-11-03,1.97
2328,2016-12-04,30.21
2329,2016-01-05,47.26
2330,2016-02-06,4.44
2331,2016-03-07,-29.16
2332,2016-04-08,-9.3
2333,2016-05-09,10.85
2334,2016-06-10,11.5
2335,2016-07-11,16.44
2336,2016-08-12,16.02
2337,2016-09-13,5.66
2338,2016-10-14,1.29
2339,2016-11-15,31.79
2340,2016-12-16,17.09
2341,2016-01-17,10.04
2342,2016-02-18,-2.4
2343,2016-03-19,-28.03
2344,2016-04-20,-21.64
2345,2016-05-21,3.28
2346,2016-06-22,46.94
2347,2016-07-23,-20.71
2348,2016-08-24,45.25
2349,2016-09-25,-18.67
2350,2016-10-26,-5.05
2351,2016-11-27,6.43
2352,2016-12-28,-13.45
2353,2016-01-01,8.63
2354,2016-02-02,8.09
2355,2016-03-03,5.05
2356,2016-04-04,25.74
2357,2016-05-05,-4.49
2358,2016-06-06,-5.98
2359,2016-07-07,34.81
2360,2016-08-08,-20.79
2361,2016-09-09,37.93
2362,2016-10-10,21.84
2363,2016-11-11,24.17
2364,2016-12-12,-16.85
2365,2016-01-13,48.71
2366,2016-02-14,-10.49
2367,2016-03-15,-16.04
2368,2016-04-16,-17.19
2369,2016-05-17,14.79
2370,2016-06-18,46.68
2371,2016-07-19,-11.45
2372,2016-08-20,2.4
2373,2016-09-21,-15.24
2374,2016-10-22,21.24
2375,2016-11-23,4.57
2376,2016-12-24,-27.66
2377,2016-01-25,19.13
2378,2016-02-26,-14.21
2379,2016-03-27,17.38
2380,2016-04-28,1.11
2381,2016-05-01,26.38
2382,2016-06-02,-13.54
2383,2016-07-03,30.19
2384,2016-08-04,34.7
2385,2016-09-05,-24.99
2386,2016-10-06,-21.86
2387,2016-11-07,39.76
2388,2016-12-08,-15.04
2389,2016-01-09,-3.92
2390,2016-02-10,6.6
2391,2016-03-11,-9.01
2392,2016-04-12,39.01
2393,2016-05-13,12.22
2394,2016-06-14,21.13
2395,2016-07-15,17.76
2396,2016-08-16,18.9
2397,2016-09-17,16.96
2398,2016-10-18,-2.17
2399,2016-11-19,37.64
2400,2016-12-20,19.39
2401,2016-01-21,35.1
2402,2016-02-22,26.48
2403,2016-03-23,-6.2
2404,2016-04-24,19.16
2405,2016-05-25,-23.22
2406,2016-06-26,-19.28
2407,2016-07-27,-20.57
2408,2016-08-28,-5.57
2409,2016-09-01,-15.36
2410,2016-10-02,25.47
2411,2016-11-03,10.87
2412,2016-12-04,3.46
2413,2016-01-05,-18.97
2414,2016-02-06,0.7
2415,2016-03-07,-15.14
2416,2016-04-08,20.84
2417,2016-05-09,25.47
2418,2016-06-10,21.62
2419,2016-07-11,49.99
2420,2016-08-12,14.39
2421,2016-09-13,9.17
2422,2016-10-14,-18.78
2423,2016-11-15,-4.83
2424,2016-12-16,6.08
2425,2016-01-17,-25.71
2426,2016-02-18,-1.28
2427,2016-03-19,-29.23
2428,2016-04-20,-19.08
2429,2016-05-21,35.22
2430,2016-06-22,47.11
2431,2016-07-23,10.44
2432,2016-08-24,9.6
2433,2016-09-25,24.78
2434,2016-10-26,3.25
2435,2016-11-27,37.19
2436,2016-12-28,9.1
2437,2016-01-01,-23.39
2438,2016-02-02,-27.53
2439,2016-03-03,30.88
2440,2016-04-04,-6.63
2441,2016-05-05,-8.01
2442,2016-06-06,13.01
2443,2016-07-07,-16.54
2444,2016-08-08,6.59
2445,2016-09-09,29.4
2446,2016-10-10,31.27
2447,2016-11-11,13.98
2448,2016-12-12,-20.94
2449,2016-01-13,-20.86
2450,2016-02-14,32.01
2451,2016-03-15,35.86
2452,2016-04-16,-0.65
2453,2016-05-17,35.81
2454,2016-06-18,-26.67
2455,2016-07-19,27.52
2456,2016-08-20,13.71
2457,2016-09-21,49.18
2458,2016-10-22,-21.81
2459,2016-11-23,36.41
2460,2016-12-24,30.11
2461,2016-01-25,-6.18
2462,2016-02-26,49.95
2463,2016-03-27,5.98
2464,2016-04-28,-2.11
2465,2016-05-01,35.34
2466,2016-06-02,5.13
2467,2016-07-03,49.52
2468,2016-08-04,32.05
2469,2016-09-05,-11.04
2470,2016-10-06,34.86
2471,2016-11-07,17.03
2472,2016-12-08,-1.95
2473,2016-01-09,26.86
2474,2016-02-10,20.62
2475,2016-03-11,-16.72
2476,2016-04-12,-18.86
2477,2016-05-13,-13.47
2478,2016-06-14,-13.44
2479,2016-07-15,-25.25
2480,2016-08-16,-1.93
2481,2016-09-17,-7.51
2482,2016-10-18,13.1
2483,2016-11-19,-4.11
2484,2016-12-20,26.32
2485,2016-01-21,-6.85
2486,2016-02-22,-8.61
2487,2016-03-23,38.64
2488,2016-04-24,48.84
2489,2016-05-25,24.34
2490,2016-06-26,-22.38
2491,2016-07-27,47.02
2492,2016-08-28,32.86
2493,2016-09-01,43.5
2494,2016-10-02,49.4
2495,2016-11-03,39.36
2496,2016-12-04,-19.85
2497,2016-01-05,39.29
2498,2016-02-06,-10.03
2499,2016-03-07,26.91
2500,2016-04-08,36.28
2501,2016-05-09,30.92
2502,2016-06-10,24.1
2503,2016-07-11,9.16
2504,2016-08-12,16.19
2505,2016-09-13,-8.5
2506,2016-10-14,3.14
2507,2016-11-15,6.16
2508,2016-12-16,20.69
2509,2016-01-17,40.41
2510,2016-02-18,-22.55
2511,2016-03-19,11.25
2512,2016-04-20,-7.74
2513,2016-05-21,44.91
2514,2016-06-22,-0.47
2515,2016-07-23,46.02
2516,2016-08-24,-3.82
2517,2016-09-25,-29.8
2518,2016-10-26,31.93
2519,2016-11-27,28.62
2520,2016-12-28,28.47
2521,2016-01-01,6.68
2522,2016-02-02,23.13
2523,2016-03-03,-1.34
2524,2016-04-04,-24.93
2525,2016-05-05,12.75
2526,2016-06-06,-12.57
2527,2016-07-07,4.37
2528,2016-08-08,-13.05
2529,2016-09-09,-8.52
2530,2016-10-10,36.27
2531,2016-11-11,-2.98
2532,2016-12-12,16.23
2533,2016-01-13,15.29
2534,2016-02-14,8.83
2535,2016-03-15,-2.5
2536,2016-04-16,24.6
2537,2016-05-17,-26.13
2538,2016-06-18,-22.03
2539,2016-07-19,32.71
2540,2016-08-20,6.77
2541,2016-09-21,-20.06
2542,2016-10-22,38.61
2543,2016-11-23,5.3
2544,2016-12-24,-29.95
2545,2016-01-25,46.64
2546,2016-02-26,-13.81
2547,2016-03-27,25.09
2548,2016-04-28,-19.45
2549,2016-05-01,22.0
2550,2016-06-02,-17.28
2551,2016-07-03,44.62
2552,2016-08-04,-8.08
2553,2016-09-05,22.37
2554,2016-10-06,-9.97
2555,2017-11-07,-0.25
2556,2017-12-08,42.3
2557,2017-01-09,-16.76
2558,2017-02-10,1.71
2559,2017-03-11,-5.56
2560,2017-04-12,25.96
2561,2017-05-13,-11.27
2562,2017-06-14,22.44
2563,2017-07-15,26.3
2564,2017-08-16,-29.91
2565,2017-09-17,8.14
2566,2017-10-18,-19.38
2567,2017-11-19,-11.9
2568,2017-12-20,24.4
2569,2017-01-21,-29.26
2570,2017-02-22,25.65
2571,2017-03-23,35.37
2572,2017-04-24,49.05
2573,2017-05-25,3.79
2574,2017-06-26,-19.43
2575,2017-07-27,-24.33
2576,2017-08-28,0.65
2577,2017-09-01,28.46
2578,2017-10-02,-21.81
2579,2017-11-03,-4.93
2580,2017-12-04,40.48
2581,2017-01-05,-19.03
2582,2017-02-06,31.88
2583,2017-03-07,30.25
2584,2017-04-08,-19.35
2585,2017-05-09,49.44
2586,2017-06-10,-18.57
2587,2017-07-11,12.44
2588,2017-08-12,-29.32
2589,2017-09-13,22.0
2590,2017-10-14,5.21
2591,2017-11-15,27.79
2592,2017-12-16,20.25
2593,2017-01-17,-17.89
2594,2017-02-18,2.94
2595,2017-03-19,24.93
2596,2017-04-20,38.8
2597,2017-05-21,-23.06
2598,2017-06-22,-21.96
2599,2017-07-23,30.2
2600,2017-08-24,17.17
2601,2017-09-25,0.72
2602,2017-10-26,47.06
2603,2017-11-27,-4.84
2604,2017-12-28,-18.81
2605,2017-01-01,-7.84
2606,2017-02-02,-23.26
2607,2017-03-03,14.27
2608,2017-04-04,18.0
2609,2017-05-05,18.61
2610,2017-06-06,32.32
2611,2017-07-07,25.24
2612,2017-08-08,37.83
2613,2017-09-09,22.67
2614,2017-10-10,-5.87
2615,2017-11-11,11.42
2616,2017-12-12,10.76
2617,2017-01-13,29.83
2618,2017-02-14,-6.36
2619,2017-03-15,-25.63
2620,2017-04-16,41.83
2621,2017-05-17,46.37
2622,2017-06-18,9.59
2623,2017-07-19,-20.98
2624,2017-08-20,9.97
2625,2017-09-21,17.51
2626,2017-10-22,12.26
2627,2017-11-23,48.22
2628,2017-12-24,48.95
2629,2017-01-25,44.71
2630,2017-02-26,-19.44
2631,2017-03-27,38.87
2632,2017-04-28,15.47
2633,2017-05-01,-0.77
2634,2017-06-02,24.64
2635,2017-07-03,31.02
2636,2017-08-04,46.36
2637,2017-09-05,31.63
2638,2017-10-06,-28.66
2639,2017-11-07,-24.6
2640,2017-12-08,-9.03
2641,2017-01-09,-26.81
2642,2017-02-10,-25.16
2643,2017-03-11,33.14
2644,2017-04-12,10.53
2645,2017-05-13,20.29
2646,2017-06-14,10.08
2647,2017-07-15,3.23
2648,2017-08-16,26.14
2649,2017-09-17,-23.41
2650,2017-10-18,12.93
2651,2017-11-19,19.28
2652,2017-12-20,-7.8
2653,2017-01-21,-5.21
2654,2017-02-22,10.9
2655,2017-03-23,-13.74
2656,2017-04-24,34.64
2657,2017-05-25,12.91
2658,2017-06-26,1.26
2659,2017-07-27,20.74
2660,2017-08-28,36.76
2661,2017-09-01,24.48
2662,2017-10-02,-24.71
2663,2017-11-03,25.89
2664,2017-12-04,28.4
2665,2017-01-05,37.72
2666,2017-02-06,-25.37
2667,2017-03-07,-23.1
2668,2017-04-08,4.76
2669,2017-05-09,6.27
2670,2017-06-10,18.71
2671,2017-07-11,-5.26
2672,2017-08-12,29.34
2673,2017-09-13,29.25
2674,2017-10-14,-20.44
2675,2017-11-15,26.63
2676,2017-12-16,26.12
2677,2017-01-17,-16.89
2678,2017-02-18,46.24
2679,2017-03-19,11.84
2680,2017-04-20,32.64
2681,2017-05-21,27.66
2682,2017-06-22,-16.64
2683,2017-07-23,-19.85
2684,2017-08-24,32.49
2685,2017-09-25,-8.5
2686,2017-10-26,40.91
2687,2017-11-27,31.71
2688,2017-12-28,-27.65
2689,2017-01-01,34.57
2690,2017-02-02,-8.24
2691,2017-03-03,-24.89
2692,2017-04-04,26.99
2693,2017-05-05,16.13
2694,2017-06-06,-23.83
2695,2017-07-07,6.42
2696,2017-08-08,-1.19
2697,2017-09-09,9.97
2698,2017-10-10,15.35
2699,2017-11-11,-0.58
2700,2017-12-12,-9.59
2701,2017-01-13,-21.77
2702,2017-02-14,15.91
2703,2017-03-15,27.82
2704,2017-04-16,-11.73
2705,2017-05-17,10.71
2706,2017-06-18,-26.48
2707,2017-07-19,39.03
2708,2017-08-20,-10.44
2709,2017-09-21,7.74
2710,2017-10-22,0.64
2711,2017-11-23,-17.99
2712,2017-12-24,44.49
2713,2017-01-25,38.6
2714,2017-02-26,14.23
2715,2017-03-27,43.12
2716,2017-04-28,29.25
2717,2017-05-01,3.55
2718,2017-06-02,-4.26
2719,2017-07-03,3.3
2720,2017-08-04,27.62
2721,2017-09-05,-8.3
2722,2017-10-06,-23.77
2723,2017-11-07,-0.18
2724,2017-12-08,10.16
2725,2017-01-09,42.16
2726,2017-02-10,-15.65
2727,2017-03-11,34.35
2728,2017-04-12,48.51
2729,2017-05-13,46.33
2730,2017-06-14,-24.49
2731,2017-07-15,7.21
2732,2017-08-16,-7.42
2733,2017-09-17,37.59
2734,2017-10-18,-3.82
2735,2017-11-19,14.25
2736,2017-12-20,-29.36
2737,2017-01-21,-13.95
2738,2017-02-22,15.1
2739,2017-03-23,-5.69
2740,2017-04-24,19.82
2741,2017-05-25,7.11
2742,2017-06-26,17.34
2743,2017-07-27,9.47
2744,2017-08-28,31.81
2745,2017-09-01,-14.37
2746,2017-10-02,42.04
2747,2017-11-03,30.84
2748,2017-12-04,-10.39
2749,2017-01-05,-29.49
2750,2017-02-06,2.8
2751,2017-03-07,-11.36
2752,2017-04-08,-2.29
2753,2017-05-09,37.17
2754,2017-06-10,40.18
2755,2017-07-11,46.08
2756,2017-08-12,-29.88
2757,2017-09-13,22.58
2758,2017-10-14,37.92
2759,2017-11-15,28.18
2760,2017-12-16,-21.68
2761,2017-01-17,12.39
2762,2017-02-18,-10.95
2763,2017-03-19,9.36
2764,2017-04-20,-25.21
2765,2017-05-21,49.76
2766,2017-06-22,26.93
2767,2017-07-23,-22.56
2768,2017-08-24,43.7
2769,2017-09-25,41.78
2770,2017-10-26,11.58
2771,2017-11-27,26.07
2772,2017-12-28,-0.2
2773,2017-01-01,47.96
2774,2017-02-02,-23.21
2775,2017-03-03,-22.35
2776,2017-04-04,-19.32
2777,2017-05-05,35.6
2778,2017-06-06,-24.01
2779,2017-07-07,15.43
2780,2017-08-08,4.8
2781,2017-09-09,47.14
2782,2017-10-10,-11.06
2783,2017-11-11,-9.12
2784,2017-12-12,-4.8
2785,2017-01-13,34.07
2786,2017-02-14,26.06
2787,2017-03-15,28.83
2788,2017-04-16,-4.56
2789,2017-05-17,-8.24
2790,2017-06-18,-24.03
2791,2017-07-19,-13.78
2792,2017-08-20,32.39
2793,2017-09-21,16.78
2794,2017-10-22,-17.57
2795,2017-11-23,-16.85
2796,2017-12-24,7.28
2797,2017-01-25,2.52
2798,2017-02-26,12.87
2799,2017-03-27,47.17
2800,2017-04-28,-13.39
2801,2017-05-01,-5.34
2802,2017-06-02,-8.8
2803,2017-07-03,-20.41
2804,2017-08-04,-17.39
2805,2017-09-05,24.88
2806,2017-10-06,36.11
2807,2017-11-07,25.75
2808,2017-12-08,-26.77
2809,2017-01-09,36.87
2810,2017-02-10,-3.78
2811,2017-03-11,-22.7
2812,2017-04-12,-10.14
2813,2017-05-13,-1.54
2814,2017-06-14,11.08
2815,2017-07-15,24.17
2816,2017-08-16,-9.19
2817,2017-09-17,49.25
2818,2017-10-18,-27.51
2819,2017-11-19,2.35
2820,2017-12-20,6.18
2821,2017-01-21,29.85
2822,2017-02-22,-10.01
2823,2017-03-23,6.96
2824,2017-04-24,34.31
2825,2017-05-25,-18.82
2826,2017-06-26,-29.04
2827,2017-07-27,36.43
2828,2017-08-28,48.61
2829,2017-09-01,-19.54
2830,2017-10-02,35.89
2831,2017-11-03,-0.22
2832,2017-12-04,20.42
2833,2017-01-05,21.57
2834,2017-02-06,16.59
2835,2017-03-07,-9.29
2836,2017-04-08,35.02
2837,2017-05-09,-28.26
2838,2017-06-10,-24.84
2839,2017-07-11,42.2
2840,2017-08-12,5.47
2841,2017-09-13,-19.7
2842,2017-10-14,42.41
2843,2017-11-15,36.35
2844,2017-12-16,-3.48
2845,2017-01-17,-26.58
2846,2017-02-18,6.88
2847,2017-03-19,-16.56
2848,2017-04-20,15.91
2849,2017-05-21,35.73
2850,2017-06-22,1.6
2851,2017-07-23,-27.64
2852,2017-08-24,24.66
2853,2017-09-25,-16.18
2854,2017-10-26,-12.82
2855,2017-11-27,-15.03
2856,2017-12-28,-7.61
2857,2017-01-01,40.67
2858,2017-02-02,-27.23
2859,2017-03-03,19.53
2860,2017-04-04,-10.34
2861,2017-05-05,-6.39
2862,2017-06-06,2.96
2863,2017-07-07,14.06
2864,2017-08-08,-25.12
2865,2017-09-09,-7.62
2866,2017-10-10,-19.02
2867,2017-11-11,-14.04
2868,2017-12-12,40.77
2869,2017-01-13,12.07
2870,2017-02-14,20.46
2871,2017-03-15,34.17
2872,2017-04-16,33.59
2873,2017-05-17,49.15
2874,2017-06-18,32.55
2875,2017-07-19,-1.27
2876,2017-08-20,13.56
2877,2017-09-21,8.77
2878,2017-10-22,43.01
2879,2017-11-23,10.19
2880,2017-12-24,1.07
2881,2017-01-25,-15.61
2882,2017-02-26,-4.49
2883,2017-03-27,-12.48
2884,2017-04-28,41.66
2885,2017-05-01,32.28
2886,2017-06-02,-25.31
2887,2017-07-03,49.32
2888,2017-08-04,12.35
2889,2017-09-05,31.35
2890,2017-10-06,49.97
2891,2017-11-07,47.92
2892,2017-12-08,-21.99
2893,2017-01-09,22.55
2894,2017-02-10,-8.68
2895,2017-03-11,35.3
2896,2017-04-12,43.38
2897,2017-05-13,-25.53
2898,2017-06-14,49.71
2899,2017-07-15,-12.45
2900,2017-08-16,37.72
2901,2017-09-17,33.79
2902,2017-10-18,-1.62
2903,2017-11-19,37.14
2904,2017-12-20,37.62
2905,2017-01-21,-15.91
2906,2017-02-22,17.4
2907,2017-03-23,34.5
2908,2017-04-24,25.81
2909,2017-05-25,43.12
2910,2017-06-26,-27.74
2911,2017-07-27,26.04
2912,2017-08-28,45.8
2913,2017-09-01,15.09
2914,2017-10-02,15.05
2915,2017-11-03,-14.94
2916,2017-12-04,49.04
2917,2017-01-05,40.53
2918,2017-02-06,9.38
2919,2017-03-07,-5.28
2920,2018-04-08,9.23
2921,2018-05-09,-22.78
2922,2018-06-10,-11.39
2923,2018-07-11,-12.5
2924,2018-08-12,12.12
2925,2018-09-13,-29.95
2926,2018-10-14,43.43
2927,2018-11-15,-13.88
2928,2018-12-16,-19.56
2929,2018-01-17,27.36
2930,2018-02-18,43.5
2931,2018-03-19,37.54
2932,2018-04-20,-4.11
2933,2018-05-21,-28.25
2934,2018-06-22,16.93
2935,2018-07-23,43.38
2936,2018-08-24,31.95
2937,2018-09-25,37.72
2938,2018-10-26,38.85
2939,2018-11-27,46.84
2940,2018-12-28,-0.11
2941,2018-01-01,45.35
2942,2018-02-02,1.65
2943,2018-03-03,-21.92
2944,2018-04-04,-5.86
2945,2018-05-05,-19.08
2946,2018-06-06,-17.4
2947,2018-07-07,45.9
2948,2018-08-08,33.35
2949,2018-09-09,46.85
2950,2018-10-10,21.93
2951,2018-11-11,-16.06
2952,2018-12-12,47.5
2953,2018-01-13,25.48
2954,2018-02-14,44.31
2955,2018-03-15,32.96
2956,2018-04-16,-12.14
2957,2018-05-17,17.12
2958,2018-06-18,-15.97
2959,2018-07-19,-5.45
2960,2018-08-20,25.08
2961,2018-09-21,-19.81
2962,2018-10-22,28.31
2963,2018-11-23,45.9
2964,2018-12-24,45.9
2965,2018-01-25,1.33
2966,2018-02-26,49.54
2967,2018-03-27,47.21
2968,2018-04-28,-27.41
2969,2018-05-01,18.19
2970,2018-06-02,43.68
2971,2018-07-03,47.4
2972,2018-08-04,-12.33
2973,2018-09-05,15.24
2974,2018-10-06,44.94
2975,2018-11-07,-18.75
2976,2018-12-08,29.63
2977,2018-01-09,-10.96
2978,2018-02-10,48.59
2979,2018-03-11,-16.57
2980,2018-04-12,40.83
2981,2018-05-13,-22.9
2982,2018-06-14,26.72
2983,2018-07-15,21.13
2984,2018-08-16,40.93
2985,2018-09-17,5.73
2986,2018-10-18,-8.78
2987,2018-11-19,-10.04
